MRI_ID,superior_frontal_gyrus_Volume,superior_frontal_gyrus_Surface_Area,superior_frontal_gyrus_Compactness,superior_frontal_gyrus_Sphericity,superior_frontal_gyrus_Eccentricity,temporal_pole_Volume,temporal_pole_Surface_Area,temporal_pole_Compactness,temporal_pole_Sphericity,temporal_pole_Eccentricity,middle_frontal_gyrus_Volume,middle_frontal_gyrus_Surface_Area,middle_frontal_gyrus_Compactness,middle_frontal_gyrus_Sphericity,middle_frontal_gyrus_Eccentricity,superior_parietal_lobule_Volume,superior_parietal_lobule_Surface_Area,superior_parietal_lobule_Compactness,superior_parietal_lobule_Sphericity,superior_parietal_lobule_Eccentricity,occipital_pole_Volume,occipital_pole_Surface_Area,occipital_pole_Compactness,occipital_pole_Sphericity,occipital_pole_Eccentricity,frontal_pole_Volume,frontal_pole_Surface_Area,frontal_pole_Compactness,frontal_pole_Sphericity,frontal_pole_Eccentricity,lateral_occipital_cortex_inferior_Volume,lateral_occipital_cortex_inferior_Surface_Area,lateral_occipital_cortex_inferior_Compactness,lateral_occipital_cortex_inferior_Sphericity,lateral_occipital_cortex_inferior_Eccentricity,parahippocampal_gyrus_anterior_Volume,parahippocampal_gyrus_anterior_Surface_Area,parahippocampal_gyrus_anterior_Compactness,parahippocampal_gyrus_anterior_Sphericity,parahippocampal_gyrus_anterior_Eccentricity,angular_gyrus_Volume,angular_gyrus_Surface_Area,angular_gyrus_Compactness,angular_gyrus_Sphericity,angular_gyrus_Eccentricity,frontal_orbital_cortex_Volume,frontal_orbital_cortex_Surface_Area,frontal_orbital_cortex_Compactness,frontal_orbital_cortex_Sphericity,frontal_orbital_cortex_Eccentricity,lateral_occipital_cortex_superior_Volume,lateral_occipital_cortex_superior_Surface_Area,lateral_occipital_cortex_superior_Compactness,lateral_occipital_cortex_superior_Sphericity,lateral_occipital_cortex_superior_Eccentricity,parahippocampal_gyrus_posterior_Volume,parahippocampal_gyrus_posterior_Surface_Area,parahippocampal_gyrus_posterior_Compactness,parahippocampal_gyrus_posterior_Sphericity,parahippocampal_gyrus_posterior_Eccentricity,frontal_medial_cortex_Volume,frontal_medial_cortex_Surface_Area,frontal_medial_cortex_Compactness,frontal_medial_cortex_Sphericity,frontal_medial_cortex_Eccentricity
0,7532.0666655094965,13678.888671875,45115.328666959926,0.1358447148010442,0.9548752369013098,6527.319482634539,10716.6943359375,28887.689584757765,0.15760858160107366,0.9909463121296711,8376.651610793491,13082.0634765625,31907.13832737838,0.15247132507029568,0.9858361737715494,4328.78491152823,6987.474609375,18206.594571187612,0.18382640180819515,0.9856758218222074,6837.252697697612,12519.873046875,41979.42817711449,0.13914639321866096,0.9796688065207633,22196.438242565273,33249.53515625,74608.81490323068,0.11487373458164826,0.9420734849916905,5827.197143528032,9881.5107421875,28415.19401551511,0.1584773686311438,0.9854133185857668,1973.0147396165994,5054.0322265625,33162.9659498232,0.15052189276407624,0.9801164572671376,3716.5207062355585,6616.19091796875,20967.708261887215,0.1753747776985932,0.9978139887845558,5019.283465884891,8313.583984375,22807.696349064263,0.17052588741861188,0.9847122760589266,14182.401105637926,22117.66015625,53792.03894833896,0.1281085511938329,0.9776524399571912,1192.6151346713305,2720.616943359375,14157.989254221575,0.19990190691988405,0.9927349596942118,1602.8743148811627,3423.45458984375,15616.897350254947,0.19347248031445663,0.7548976740968477
