MRI_ID,occipital_lobe_Volume,occipital_lobe_Surface_Area,occipital_lobe_Compactness,occipital_lobe_Sphericity,occipital_lobe_Eccentricity,temporal_lobe_Volume,temporal_lobe_Surface_Area,temporal_lobe_Compactness,temporal_lobe_Sphericity,temporal_lobe_Eccentricity,frontal_lobe_Volume,frontal_lobe_Surface_Area,frontal_lobe_Compactness,frontal_lobe_Sphericity,frontal_lobe_Eccentricity,parietal_lobe_Volume,parietal_lobe_Surface_Area,parietal_lobe_Compactness,parietal_lobe_Sphericity,parietal_lobe_Eccentricity
0,34331.41647377764,44402.63671875,74275.03353995984,0.11504555560512456,0.8926941541595642,44973.353495934825,58413.453125,98543.52529155303,0.10469873290154874,0.9685442683470076,75255.9744678601,116261.8359375,277478.6333203033,0.07414370260692521,0.8773430860066952,51725.25866833091,72038.1171875,139727.44062228256,0.09319448623896794,0.9070957236658918
