MRI_ID,right_thalamus_Volume,right_thalamus_Surface_Area,right_thalamus_Compactness,right_thalamus_Sphericity,right_thalamus_Eccentricity,right_caudate_Volume,right_caudate_Surface_Area,right_caudate_Compactness,right_caudate_Sphericity,right_caudate_Eccentricity,right_lateral_ventricle_Volume,right_lateral_ventricle_Surface_Area,right_lateral_ventricle_Compactness,right_lateral_ventricle_Sphericity,right_lateral_ventricle_Eccentricity,left_hippocampus_Volume,left_hippocampus_Surface_Area,left_hippocampus_Compactness,left_hippocampus_Sphericity,left_hippocampus_Eccentricity,left_caudate_Volume,left_caudate_Surface_Area,left_caudate_Compactness,left_caudate_Sphericity,left_caudate_Eccentricity,left_amygdala_Volume,left_amygdala_Surface_Area,left_amygdala_Compactness,left_amygdala_Sphericity,left_amygdala_Eccentricity,right_hippocampus_Volume,right_hippocampus_Surface_Area,right_hippocampus_Compactness,right_hippocampus_Sphericity,right_hippocampus_Eccentricity,left_cortex_Volume,left_cortex_Surface_Area,left_cortex_Compactness,left_cortex_Sphericity,left_cortex_Eccentricity,left_thalamus_Volume,left_thalamus_Surface_Area,left_thalamus_Compactness,left_thalamus_Sphericity,left_thalamus_Eccentricity,left_putamen_Volume,left_putamen_Surface_Area,left_putamen_Compactness,left_putamen_Sphericity,left_putamen_Eccentricity,right_putamen_Volume,right_putamen_Surface_Area,right_putamen_Compactness,right_putamen_Sphericity,right_putamen_Eccentricity,right_cortex_Volume,right_cortex_Surface_Area,right_cortex_Compactness,right_cortex_Sphericity,right_cortex_Eccentricity,left_lateral_ventricle_Volume,left_lateral_ventricle_Surface_Area,left_lateral_ventricle_Compactness,left_lateral_ventricle_Sphericity,left_lateral_ventricle_Eccentricity,right_amygdala_Volume,right_amygdala_Surface_Area,right_amygdala_Compactness,right_amygdala_Sphericity,right_amygdala_Eccentricity
0,2550.3725486900657,2657.98583984375,2887.0262819252275,0.33962569876405607,0.8799066750286342,758.2951826490462,1396.32861328125,4734.6330745640735,0.28799747815775456,0.973377575419621,504.09850269090384,4979.68798828125,485932.0763064466,0.061511870095107495,0.9853479460645376,1455.6436882913113,3045.4658203125,13330.641116581475,0.20395473039069575,0.9840760653337843,922.0901418142021,1633.490234375,5126.286535543697,0.28046790340523864,0.9728384982951004,587.0274816155434,1226.15576171875,5349.584739423577,0.27650995404502227,0.8673728580340079,1384.191586855799,2844.51416015625,12012.458561900734,0.2111576538434859,0.9826191981556237,90595.39543991067,152403.296875,431291.436842861,0.06400695678591631,0.9079514850372044,2737.277998648584,2746.735107421875,2765.747471676666,0.3445190839646189,0.8706499495625691,1963.7427207157016,3494.71435546875,11067.916337890347,0.21700121524353702,0.9566859539621219,1913.8297917693853,3688.487060546875,13700.554976050922,0.2021023673663831,0.9510685727265724,85117.72275897459,150412.828125,469693.58615415497,0.062212727901297844,0.9074470102547116,610.0942480824888,6444.24169921875,718987.9426896779,0.053981331259660814,0.9844619076040795,672.9289522618055,1537.47900390625,8025.81522103576,0.24153926480734103,0.861353329241826
